1CSE_E_I;LI45G;LI38G;COR;Pr/PI;Pr/PI;5.26E-11;5.26E-11;1.12E-12;1.12E-12;9048543;Subtilisin;Carlsberg;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1CSE_E_I;LI45S;LI38S;COR;Pr/PI;Pr/PI;8.33E-12;8.33E-12;1.12E-12;1.12E-12;9048543;Subtilisin;Carlsberg;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1CSE_E_I;LI45P;LI38P;COR;Pr/PI;Pr/PI;0.000000102;0.000000102;1.12E-12;1.12E-12;9048543;Subtilisin;Carlsberg;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1CSE_E_I;LI45I;LI38I;COR;Pr/PI;Pr/PI;1.72E-10;1.72E-10;1.12E-12;1.12E-12;9048543;Subtilisin;Carlsberg;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1CSE_E_I;LI45D;LI38D;COR;Pr/PI;Pr/PI;0.00000000192;0.00000000192;1.12E-12;1.12E-12;9048543;Subtilisin;Carlsberg;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1CSE_E_I;LI45E;LI38E;COR;Pr/PI;Pr/PI;6.25E-11;6.25E-11;1.12E-12;1.12E-12;9048543;Subtilisin;Carlsberg;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1ACB_E_I;LI45G;LI38G;COR;Pr/PI;Pr/PI;0.0000000455;0.0000000455;1.49E-12;1.49E-12;9048543;Bovine;alpha-chymotrypsin;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1ACB_E_I;LI45S;LI38S;COR;Pr/PI;Pr/PI;0.00000000714;0.00000000714;1.49E-12;1.49E-12;9048543;Bovine;alpha-chymotrypsin;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1ACB_E_I;LI45P;LI38P;COR;Pr/PI;Pr/PI;0.000000185;0.000000185;1.49E-12;1.49E-12;9048543;Bovine;alpha-chymotrypsin;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1ACB_E_I;LI45I;LI38I;COR;Pr/PI;Pr/PI;0.00000000208;0.00000000208;1.49E-12;1.49E-12;9048543;Bovine;alpha-chymotrypsin;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1ACB_E_I;LI45D;LI38D;COR;Pr/PI;Pr/PI;0.000000161;0.000000161;1.49E-12;1.49E-12;9048543;Bovine;alpha-chymotrypsin;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1ACB_E_I;LI45E;LI38E;COR;Pr/PI;Pr/PI;0.000000111;0.000000111;1.49E-12;1.49E-12;9048543;Bovine;alpha-chymotrypsin;Eglin;c;294;;;;;;;;;;;;;;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1SBN_E_I;RI45K;RI38K;COR;Pr/PI;Pr/PI;3.2E-11;3.2E-11;5.4E-11;5.4E-11;1992167;Subtilisin;BPN;Eglin;c;298(assumed);;;;;;;;;;;;;Crystal;structure;is;one;of;the;mutants;in;the;paper.;This;mutant;is;taken;as;'wild-type',,;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1SIB_E_I;KI53R;KI46R;INT;Pr/PI;Pr/PI;3.2E-11;3.2E-11;1.1E-10;1.1E-10;1992167;Subtilisin;BPN;Eglin;c;298(assumed);;;;;;;;;;;;;Crystal;structure;is;one;of;the;mutants;in;the;paper.;This;mutant;is;taken;as;'wild-type',,;IASP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
